Span length [km],Fiber 1,Fiber 2,Fiber 3,Fiber 4
259.0,-4.5185378753424335,0.3981356132172298,0.49341171016883045,3.2871749625863496
260.0,-4.65604776689567,0.28141544983333233,0.3715385401147451,3.1786549013435277
261.0,-4.742892253951817,0.21098591767011676,0.29964295338443314,3.1203315066230353
262.0,-4.880005848058728,0.1091845935408795,0.17772519122158315,3.011300097267779
263.0,-5.02155766352039,-0.007522521543478433,0.05580869810153288,2.9020590757483227
264.0,-5.157957508152835,-0.12441100269247585,-0.0661298430386541,2.792634902465659
265.0,-5.225790279672157,-0.17585611549718116,-0.11622099071390757,2.754909662652686
266.0,-5.3640922583157025,-0.2910984249075721,-0.2382439594557173,2.6454853708624464
267.0,-5.498468915326146,-0.40418724553730456,-0.3600981799864442,2.5367226767610713
268.0,-5.637443638005639,-0.521433597984057,-0.4820314842157156,2.4268904172240244
269.0,-5.703755369232201,-0.5675454855095001,-0.5309737792970299,2.3908592217571316
270.0,-5.843361056759141,-0.6841655201535577,-0.6529041466562813,2.283074677546092
271.0,-6.004965680821462,-0.8214455801813134,-0.79109977940319,2.1529747280156046
272.0,-6.145500635056317,-0.9381528071685992,-0.9132017178965413,2.0430952704359546
273.0,-6.286646990479854,-1.0549134211213946,-1.0353551411960797,1.933212576943995
274.0,-6.353932786539703,-1.095426186595784,-1.0807167598330363,1.8974818492663683
275.0,-6.494940673402498,-1.214539157734368,-1.2013574534592841,1.7874253132666142
276.0,-6.636305693365916,-1.3337912130044725,-1.3212547221512008,1.677289798454388
277.0,-6.778043991381859,-1.4514720304348216,-1.4413201182482744,1.5670933742569417
278.0,-6.951264562291669,-1.5692049473860887,-1.561674590842836,1.4568770664630666
279.0,-7.021649792281993,-1.6117530598110115,-1.6069235181486885,1.4222151654990043
280.0,-7.1683803588526285,-1.7294443963279367,-1.632529432591662,1.3101467879493116
281.0,-7.338826161105546,-1.868568888098924,-1.9037650597422822,1.180170660223883
282.0,-7.508785068031139,-1.9867913590148945,-2.026726751590166,1.0715707140618171
283.0,-7.658810073404952,-2.1049726308068024,-2.1498663687123987,0.9510034072125357
284.0,-7.733689253051432,-2.146370627617621,-2.1964665083972417,0.9153517032949559
285.0,-7.5687075793900735,-2.2647966449373165,-2.3204767891468236,0.8023420341663989
286.0,-7.6987651142719375,-2.383302875767807,-2.4442702939979135,0.7893941014366614
287.0,-8.169063593095695,-2.5019200541584503,-2.566751633839335,0.6001923166664884
288.0,-8.32740077454393,-2.6206331676198538,-2.5472023581324024,0.4900216829067112
289.0,-8.409381175633358,-2.661165186665775,-2.5898286462629,0.4581053707349625
290.0,-8.569210586071572,-2.7800147622733267,-2.7109036067435657,0.3469206325184828
291.0,-8.366632188199668,-2.9200912638606447,-2.8527144373491833,0.2159022246793434
292.0,-8.504039871625258,-3.0390701990324054,-2.9738157422202782,0.1054881810326922
293.0,-8.64203552893756,-3.158092873313562,-3.0948448948731464,-0.0049776506489749295
294.0,-8.701261571435479,-3.197456137126661,-3.136239553492093,-0.03582385617033346
295.0,-8.841321984605466,-3.316517657401292,-3.2573870458458316,-0.14643031330491318
296.0,-8.981785461080277,-3.4355712102029354,-3.37858021204803,-0.2570604727279129
297.0,-9.121817514797632,-3.554605912412054,-3.499830560100838,-0.36769558079957854
298.0,-9.260538486367311,-3.6736102948954734,-3.621121668604358,-0.4783205997407638
299.0,-9.383909938925973,-3.7928172508544176,-3.7424542012587203,-0.5889190020695505
